fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	line	aoi	char_index_in_line	original_fixation_index	is_fixation_adjusted	reader_id	text_id	word_index_in_text	sent_index_in_text	char_index_in_text	word	character	text_id_numeric	text_domain_numeric	reader_discipline_numeric	level_of_studies_numeric	expert_reading_label_numeric	expert_reading_label	word_with_punct	word_index_in_sent	word_length	STTS_punctuation_before	STTS_punctuation_after	is_in_quote	is_in_parentheses	is_clause_beginning	is_sent_beginning	is_clause_end	is_sent_end	is_abbreviation	is_expert_technical_term	is_general_technical_term	contains_symbol	contains_hyphen	contains_abbreviation	STTS_PoS_tag	type	type_length_chars	PoS_tag	lemma	lemma_length_chars	syllables	type_length_syllables	annotated_type_frequency_normalized	type_frequency_normalized	lemma_frequency_normalized	familiarity_normalized	regularity_normalized	document_frequency_normalized	sentence_frequency_normalized	cumulative_syllable_corpus_frequency_normalized	cumulative_syllable_lexicon_frequency_normalized	cumulative_character_corpus_frequency_normalized	cumulative_character_lexicon_frequency_normalized	cumulative_character_bigram_corpus_frequency_normalized	cumulative_character_bigram_lexicon_frequency_normalized	cumulative_character_trigram_corpus_frequency_normalized	cumulative_character_trigram_lexicon_frequency_normalized	initial_letter_frequency_normalized	initial_bigram_frequency_normalized	initial_trigram_frequency_normalized	avg_cond_prob_in_bigrams	avg_cond_prob_in_trigrams	neighbors_coltheart_higher_freq_cum_freq_normalized	neighbors_coltheart_higher_freq_count_normalized	neighbors_coltheart_all_cum_freq_normalized	neighbors_coltheart_all_count_normalized	neighbors_levenshtein_higher_freq_cum_freq_normalized	neighbors_levenshtein_higher_freq_count_normalized	neighbors_levenshtein_all_cum_freq_normalized	neighbors_levenshtein_all_count_normalized	sent_surprisal_gpt2-base	text_surprisal_gpt2-base	sent_surprisal_gpt2-large	text_surprisal_gpt2-large	sent_surprisal_llama-7b	text_surprisal_llama-7b	sent_surprisal_llama-13b	text_surprisal_llama-13b	sent_surprisal_bert-base	text_surprisal_bert-base	FFD	SFD	FD	FPRT	FRT	TFT	TFC	RRT	RPD_inc	RPD_exc	RBRT	Fix	FPF	RR	FPReg	TRC_out	TRC_in	LP	SL_in	SL_out	mean_acc_tq	mean_acc_bq	gender_numeric	age	discipline_level_of_studies_numeric
13	physics	2	1	1	0	0	1	1	353	40	33	90	1	22	22	17	False	90	p2	3	1	22	sind	i	8	1	0	0	0	non-expert_reading	sind	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VAFIN	sind	4.0	vafin	sein	4.0	sind	1.0	2296.19983824	2298.63601178	17044.4184006	2302.62545033	5.99320199659	4304.10226671	4116.7606825	2333.22477101	26.1132372709	1332047.00373	2728807.18157	249282.495798	286785.417683	144872.038227	66814.7843732	48925.779496	15113.3748159	2467.07533941	0.0559257789967	0.326343386708	0.0	0.0	259.885761283	20.9762069881	0.0	0.0	267.325083169	26.5413231278	6.631289005279541	6.631314277648926	7.065691947937012	7.065701007843018	3.1135284900665283	3.11702299118042	3.632424354553223	3.631755113601685	2.234816551208496	0.0577149391174316	211	0	211	381	381	2824	12	2443	381	0	381	1	1	1	0	5	1	3	1	2	0.6666666666666666	0.6666666666666666	0.0	26.0	0
14	physics	2	1	1	0	0	1	1	283	37	40	90	1	35	35	18	False	90	p2	5	1	35	periodische	r	8	1	0	0	0	non-expert_reading	periodische	5	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	ADJA	periodische	11.0	adja	periodisch	10.0	pe-ri-o-di-sche	5.0	2.21544640791	2.21544640791	8.29770518093	41.8809296965	67.6375653901	20.4230856509	4.11238448467	21044.1493751	85640.716102	3608797.20087	7919342.63136	618136.263966	1309252.64771	228205.646107	452479.901369	3420.10969861	318.877131318	243.437502343	0.00274447845756	0.18406920241	0.0	0.0	0.106276026948	0.428085856899	5.22387547844	0.856171713799	6.05773353603	3.4246868552	12.47746753692627	12.477472305297852	11.511219024658203	11.511240005493164	4.20872688293457	4.207706928253174	1.653686285018921	1.678656816482544	0.2268972488236613	0.1512942318800014	143	0	143	547	547	7349	23	6802	547	0	547	1	1	1	0	7	6	1	2	1	0.6666666666666666	0.6666666666666666	0.0	26.0	0
15	physics	2	1	1	0	0	1	1	362	31	37	90	1	25	25	19	False	90	p2	4	1	25	räumlich	r	8	1	0	0	0	non-expert_reading	räumlich	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADJD	räumlich	8.0	adjd	räumlich	8.0	räum-lich	2.0	4.2755663149	4.2755663149	15.6798015143	5.99233290406	6.42128785349	33.534202365	7.99199248908	6482.43706495	7736.36760589	1539243.12192	3678569.59392	263309.402615	485831.642394	141704.252342	116360.585279	4443.89936651	63.4794884039	38.9787766529	0.00777277769407	0.187163012539	0.0	0.0	0.114451105944	0.428085856899	4.56169407976	0.428085856899	4.7006704227	1.7123434276	8.373656272888184	8.373666763305664	6.630752086639404	6.630742073059082	9.22909927368164	9.23363971710205	7.89723539352417	7.887016296386719	2.428698241710663	2.8750935196876526	0	0	362	0	362	2039	9	2039	0	0	0	1	0	1	0	1	3	1	-1	1	0.6666666666666666	0.6666666666666666	0.0	26.0	0
16	physics	2	1	1	0	0	1	1	231	35	31	90	1	34	34	20	False	90	p2	5	1	34	periodische	e	8	1	0	0	0	non-expert_reading	periodische	5	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	ADJA	periodische	11.0	adja	periodisch	10.0	pe-ri-o-di-sche	5.0	2.21544640791	2.21544640791	8.29770518093	41.8809296965	67.6375653901	20.4230856509	4.11238448467	21044.1493751	85640.716102	3608797.20087	7919342.63136	618136.263966	1309252.64771	228205.646107	452479.901369	3420.10969861	318.877131318	243.437502343	0.00274447845756	0.18406920241	0.0	0.0	0.106276026948	0.428085856899	5.22387547844	0.856171713799	6.05773353603	3.4246868552	12.47746753692627	12.477472305297852	11.511219024658203	11.511240005493164	4.20872688293457	4.207706928253174	1.653686285018921	1.678656816482544	0.2268972488236613	0.1512942318800014	143	0	143	547	547	7349	23	6802	547	0	547	1	1	1	0	7	6	1	2	1	0.6666666666666666	0.6666666666666666	0.0	26.0	0
17	physics	2	1	1	0	0	1	1	293	63	35	90	1	47	47	21	False	90	p2	6	1	47	Anordnungen	r	8	1	0	0	0	non-expert_reading	Anordnungen	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NN	Anordnungen	11.0	nn	Anordnung	9.0	an-ord-nun-gen	4.0	10.5049765099	10.5049765099	36.648879139	10.7911042747	5.56511613969	85.9786692217	19.5997796383	33488.2300976	63788.2173649	3671575.17757	7872524.59353	606745.942751	1197564.61956	413480.592448	661671.332803	19822.5963712	3723.58498109	46.1646710904	0.0156558959844	0.233257803964	0.0	0.0	1.10363566446	1.2842575707	0.0	0.0	1.12816090145	2.5685151414	1.4498189687728882	1.449822187423706	1.5797998905181885	1.5798118114471436	2.399077892303467	2.3861124515533447	2.040630578994751	2.030393362045288	1.9878075122833248	2.476210117340088	446	446	446	446	446	3523	11	3077	4615	3673	942	1	1	1	1	6	3	5	1	-5	0.6666666666666666	0.6666666666666666	0.0	26.0	0
18	physics	2	1	1	0	0	1	1	174	26	63	90	1	8	8	22	False	90	p2	1	1	8	Photonische	s	8	1	0	0	0	non-expert_reading	Photonische	1	11	0	0	0	0	0	1	0	0	0	1	0	0	0	0	ADJA	Photonische	11.0	adja	photonisch	10.0	pho-to-nisch	3.0	0.0	0.00817507899599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.33457374572754	17.3345947265625	17.531906127929688	17.531904220581055	23.79190444946289	23.451940536499023	27.081768035888672	26.795818328857425	1.3550115376710892	0.5041815638542175	304	304	304	304	304	3472	13	3168	304	0	304	1	1	1	0	0	8	2	1	1	0.6666666666666666	0.6666666666666666	0.0	26.0	0
19	physics	2	1	1	0	0	1	1	172	30	26	90	1	3	3	23	False	90	p2	1	1	3	Photonische	o	8	1	0	0	0	non-expert_reading	Photonische	1	11	0	0	0	0	0	1	0	0	0	1	0	0	0	0	ADJA	Photonische	11.0	adja	photonisch	10.0	pho-to-nisch	3.0	0.0	0.00817507899599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.33457374572754	17.3345947265625	17.531906127929688	17.531904220581055	23.79190444946289	23.451940536499023	27.081768035888672	26.795818328857425	1.3550115376710892	0.5041815638542175	304	304	304	304	304	3472	13	3168	304	0	304	1	1	1	0	0	8	2	1	1	0.6666666666666666	0.6666666666666666	0.0	26.0	0
20	physics	2	1	1	0	0	1	1	349	35	30	90	1	12	12	24	False	90	p2	2	1	12	Kristalle	K	8	1	0	0	0	non-expert_reading	Kristalle	2	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NN	Kristalle	9.0	nn	Kristall	8.0	kri-stal-le	3.0	3.20463096643	3.20463096643	8.78820992069	31.5312796875	55.22307554	12.7329114243	5.86596730266	10376.3334668	31015.6765041	2624119.67786	6463814.75869	334695.941875	786725.485663	188932.836388	315567.770272	13511.0511576	2119.20937797	794.478702068	0.123575935594	0.438102912661	0.0	0.0	1.20991169141	2.1404292845	3.35995746735	0.428085856899	5.85335656113	3.8527727121	8.386832237243652	8.386842727661133	6.634679317474365	6.634669303894043	5.013495922088623	5.018965721130371	6.650872230529785	6.904301643371582	2.426019623875618	0.3081429600715637	246	246	246	246	246	4557	16	4311	868	346	522	1	1	1	1	3	6	1	1	-1	0.6666666666666666	0.6666666666666666	0.0	26.0	0
21	physics	2	1	1	0	0	1	1	175	18	35	90	1	23	23	25	False	90	p2	3	1	23	sind	n	8	1	0	0	0	non-expert_reading	sind	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VAFIN	sind	4.0	vafin	sein	4.0	sind	1.0	2296.19983824	2298.63601178	17044.4184006	2302.62545033	5.99320199659	4304.10226671	4116.7606825	2333.22477101	26.1132372709	1332047.00373	2728807.18157	249282.495798	286785.417683	144872.038227	66814.7843732	48925.779496	15113.3748159	2467.07533941	0.0559257789967	0.326343386708	0.0	0.0	259.885761283	20.9762069881	0.0	0.0	267.325083169	26.5413231278	6.631289005279541	6.631314277648926	7.065691947937012	7.065701007843018	3.1135284900665283	3.11702299118042	3.632424354553223	3.631755113601685	2.234816551208496	0.0577149391174316	211	0	211	381	381	2824	12	2443	381	0	381	1	1	1	0	5	1	3	1	2	0.6666666666666666	0.6666666666666666	0.0	26.0	0
22	physics	2	1	1	0	0	1	1	162	27	18	90	1	21	21	26	False	90	p2	3	1	21	sind	s	8	1	0	0	0	non-expert_reading	sind	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VAFIN	sind	4.0	vafin	sein	4.0	sind	1.0	2296.19983824	2298.63601178	17044.4184006	2302.62545033	5.99320199659	4304.10226671	4116.7606825	2333.22477101	26.1132372709	1332047.00373	2728807.18157	249282.495798	286785.417683	144872.038227	66814.7843732	48925.779496	15113.3748159	2467.07533941	0.0559257789967	0.326343386708	0.0	0.0	259.885761283	20.9762069881	0.0	0.0	267.325083169	26.5413231278	6.631289005279541	6.631314277648926	7.065691947937012	7.065701007843018	3.1135284900665283	3.11702299118042	3.632424354553223	3.631755113601685	2.234816551208496	0.0577149391174316	211	0	211	381	381	2824	12	2443	381	0	381	1	1	1	0	5	1	3	1	2	0.6666666666666666	0.6666666666666666	0.0	26.0	0
23	physics	2	1	1	0	0	1	1	229	27	27	90	1	28	28	27	False	90	p2	4	1	28	räumlich	m	8	1	0	0	0	non-expert_reading	räumlich	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADJD	räumlich	8.0	adjd	räumlich	8.0	räum-lich	2.0	4.2755663149	4.2755663149	15.6798015143	5.99233290406	6.42128785349	33.534202365	7.99199248908	6482.43706495	7736.36760589	1539243.12192	3678569.59392	263309.402615	485831.642394	141704.252342	116360.585279	4443.89936651	63.4794884039	38.9787766529	0.00777277769407	0.187163012539	0.0	0.0	0.114451105944	0.428085856899	4.56169407976	0.428085856899	4.7006704227	1.7123434276	8.373656272888184	8.373666763305664	6.630752086639404	6.630742073059082	9.22909927368164	9.23363971710205	7.89723539352417	7.887016296386719	2.428698241710663	2.8750935196876526	0	0	362	0	362	2039	9	2039	0	0	0	1	0	1	0	1	3	1	-1	1	0.6666666666666666	0.6666666666666666	0.0	26.0	0
24	physics	2	1	1	0	0	1	1	205	33	27	90	1	35	35	28	False	90	p2	5	1	35	periodische	r	8	1	0	0	0	non-expert_reading	periodische	5	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	ADJA	periodische	11.0	adja	periodisch	10.0	pe-ri-o-di-sche	5.0	2.21544640791	2.21544640791	8.29770518093	41.8809296965	67.6375653901	20.4230856509	4.11238448467	21044.1493751	85640.716102	3608797.20087	7919342.63136	618136.263966	1309252.64771	228205.646107	452479.901369	3420.10969861	318.877131318	243.437502343	0.00274447845756	0.18406920241	0.0	0.0	0.106276026948	0.428085856899	5.22387547844	0.856171713799	6.05773353603	3.4246868552	12.47746753692627	12.477472305297852	11.511219024658203	11.511240005493164	4.20872688293457	4.207706928253174	1.653686285018921	1.678656816482544	0.2268972488236613	0.1512942318800014	143	0	143	547	547	7349	23	6802	547	0	547	1	1	1	0	7	6	1	2	1	0.6666666666666666	0.6666666666666666	0.0	26.0	0
